jname,x,y,hex_color
"Molecular Crystals and Liquid Crystals",0.4571044887827409,0.7001386241468373,#0001fa
"Disaster Medicine and Public Health Preparedness",0.6399434869693906,0.2498708959661228,#8B6508
"Discrete and Continuous Dynamical Systems",0.16229410813936768,0.8058718845174601,#663788
"Bulletin of the Council for Research in Music Education",0.32024191087126597,0.02014565165660126,#ffff0c
"British Food Journal",0.4415640721113857,0.4867876197897666,#6B8E23
"Turkish Journal of Surgery",0.8435023219046789,0.217909490883736,#FF0000
"Revista Brasileira De Sementes",0.6673075451254414,0.7672370725697146,#20c157
"Journal of Marketing Education",0.2845297151765868,0.40231649141524106,#ffff0c
"Neurological Research",0.5139038772625878,0.3510065815142897,#CDC673
"Journal of the American Dental Association",0.5775633175142256,0.41649260707002783,#8B6508
"International Journal of Food Sciences and Nutrition",0.6824359403628717,0.4499432562922438,#8B6508
"Journal of College Student Retention: Research, Theory and Practice",0.3422420419352066,0.06527639149250085,#ffff0c
"Dance Research",0.15042371179377612,0.16029619845196258,#ffff0c
"Journal of Patient Safety",0.5967634853508301,0.29067457297719995,#FF0000
"Journal of Gastrointestinal Surgery",0.864386309046396,0.230086658472725,#FF0000
"Neuroinformatics",0.457913853364226,0.3439235329510798,#CDC673
"Journal of Educational Change",0.3641895526438689,0.038829474801220926,#ffff0c
"American Journal of Human Biology",0.4111669752113468,0.3874018062466708,#FF0000
"Biocontrol Science",0.7541229383267443,0.7083512620956681,#6B8E23
"Journal of the Royal Society of Western Australia",0.6017506896662039,0.9519570715167616,#20c157
"Endocrinology",0.7630988048569511,0.4095445629437071,#FF0000
"Current Stem Cell Research & Therapy",0.8429170318931085,0.5355908171315611,#FF0000
"Journal of Physical and Chemical Reference Data",0.4909995820934084,0.6645193326442326,#2dffff
"Harvard Educational Review",0.3881121117106496,0.0542030519674986,#ffff0c
"Journal of Family Nursing",0.6026394252363217,0.2445719807568429,#8B6508
"Journal of Insect Science",0.6549056087490924,0.9567148556559244,#20c157
"Journal of New Seeds",0.6760429167497586,0.7782621653758651,#20c157
"Evidence-based Complementary and Alternative Medicine",0.6177995089404126,0.5759870861847429,#8B6508
"Technical Communication",0.29126543730661153,0.0987891642758077,#fb01ff
"Arhiv Za Higijenu Rada I Toksikologiju",0.5763522837101485,0.5061883460035833,#8B6508
"Early Human Development",0.6961894099006707,0.2659734383276053,#FF0000
"Plastics Rubber and Composites",0.4527272366884553,0.7425898327534475,#0001fa
"Journal of Clinical Ethics",0.558984055475944,0.2620916998119603,#8B6508
"Prevention and Control",0.6364147963214054,0.35276677889254715,#FF0000
"African Studies Review",0.226575022373717,0.2766374422717997,#ffff0c
"Infectious Diseases in Clinical Practice",0.8275169236112703,0.6732824570907375,#FF0000
"Journal of Petroleum Geology",0.4253899744711481,0.8791383019676534,#FF6600
"South African Historical Journal",0.20598782747812566,0.2675024834055186,#ffff0c
"Paediatric Respiratory Reviews",0.9797929032276468,0.4602380928881828,#FF0000
"Journal of Aggression, Maltreatment & Trauma",0.3905923762845809,0.20060781033239755,#ffff0c
"European Management Journal",0.3157460213441121,0.4194346579676618,#ffff0c
"Analytical and Quantitative Cytology and Histology",0.8592760561334036,0.431453415106617,#FF0000
"International Journal of Odonatology",0.6148896121238916,0.9485866952275486,#20c157
"Cell Communication and Adhesion",0.7629067565774992,0.5536125625732978,#8B0000
"Language Acquisition",0.20927834839694934,0.07150787081872173,#EE9A00
"Norsk Geologisk Tidsskrift",0.4201214966569652,0.9430887603007564,#FF6600
"Chemical Science",0.5044221580813829,0.6358172930389829,#0001fa
"Journal of Economic Studies",0.15054698575226827,0.4134147507887131,#ffff0c
"International Journal of Neural Systems",0.20719568129061106,0.5887709156101241,#fb01ff
"Current Organic Synthesis",0.5538907493934244,0.6786224806627098,#0001fa
"Space Science Reviews",0.2965376342962082,0.888490135960177,#663788
"Journal of the American Statistical Association",0.4556297757723801,0.4336825269684541,#ffff0c
"Communications in Statistics - Simulation and Computation",0.4452771668933084,0.4381854265083542,#ffff0c
"Clinical Lung Cancer",0.840644643651814,0.4850680156627619,#FF0000
"Pharmacogenetics and Genomics",0.7644036893536378,0.483210104248473,#8B6508
"Journal of Religion in Africa",0.2295503940685225,0.2687643923642853,#ffff0c
"International Journal of Behavioral Nutrition and Physical Activity",0.6127645625076232,0.3490982124816798,#8B6508
"International Journal of Modelling and Simulation",0.27653399572259746,0.7052233566328867,#fb01ff
"Czechoslovak Mathematical Journal",0.1060229574268405,0.7308447388739201,#663788
"American Journal of Clinical Dermatology",0.9677436392759228,0.5307093492196789,#FF0000
"Journal of Sedimentary Research",0.4323981779238984,0.8983612976594768,#FF6600
"The Journal of General Physiology",0.6997985546120831,0.5136295377288553,#CDC673
"Journal of Public Health Medicine",0.6242607871368462,0.3324948888181101,#8B6508
"Journal of Instruction-level Parallelism",0.1554919901686597,0.645015736756391,#fb01ff
"Epigenetics & Chromatin",0.7535263878589175,0.5982619378911244,#6B8E23
"Materials Chemistry and Physics",0.4450013231695974,0.6772434461906909,#2dffff
"Cell Preservation Technology",0.8092864961000004,0.5734754865188794,#8B0000
"British Journal of Ophthalmology",0.5201542043734569,0.43594516688059576,#8B6508
"Journal of Curriculum Studies",0.3706707421086383,0.03804944795357378,#ffff0c
"European Heart Journal",0.7962500657611713,0.31874104764335165,#FF0000
"Advances in Atomic Molecular and Optical Physics",0.37013691950873856,0.6576959379513586,#663788
"Applied Organometallic Chemistry",0.5470941388353702,0.8201981225349498,#0001fa
"Addictive Disorders & Their Treatment",0.4634188137419669,0.25417265572552417,#8B6508
"International Journal of Disaster Medicine",0.6391343429407894,0.24569842551734905,#8B6508
"Society",0.3120459573414782,0.29334163029269045,#ffff0c
"Engineering Applications of Computational Fluid Mechanics",0.2808941748377813,0.7849328534423197,#2dffff
"Journal of Research in Music Education",0.15584298179007902,0.1218588130617487,#ffff0c
"Marine Geodesy",0.4850942345460997,0.9075707381211536,#FF6600
"Children and Youth Services Review",0.38800267259000826,0.1842409859727336,#ffff0c
"Journal of Intergenerational Relationships",0.5257797578862956,0.14747110347994302,#8B6508
"Stochastic Analysis and Applications",0.08651795851048309,0.6796946268666321,#663788
"Zeitschrift Fur Experimentelle Psychologie",0.3896002700117425,0.10239259654059936,#ffff0c
"Organised Sound",0.15238356378954024,0.13075431330382134,#ffff0c
"Informatik Spektrum",0.13182591438003186,0.5571912895170046,#fb01ff
"Foundations and Trends in Communications and Information Theory",0.1304358651373663,0.6264258594643215,#fb01ff
"Personalized Medicine",0.7691884031065147,0.4775605732888096,#FF0000
"Minerals & Energy - Raw Materials Report",0.4139343311565102,0.5124318406135835,#2dffff
"Journal of The Korean Statistical Society",0.4347923698237366,0.4400657400040284,#ffff0c
"Estudios Sobre El Mensaje Periodistico",0.1996525828728833,0.21806251382530026,#ffff0c
"International Journal of Hindu Studies",0.12163952443810973,0.2583959865130309,#EE9A00
"Journal of Neurodevelopmental Disorders",0.4795512030356434,0.2969548496844961,#CDC673
"Scandinavian Journal of the Old Testament",0.10230531587980668,0.2247365160039677,#EE9A00
"Gravitation & Cosmology",0.2644845860178312,0.8718005202258174,#663788
"Investigational New Drugs",0.832928241652167,0.4902785822113573,#FF0000
"Energy & Environment",0.4169248228679765,0.5426783539532293,#2dffff
"Journal of British Cinema and Television",0.17416323178155935,0.19297150665622848,#EE9A00
"Southeastern Naturalist",0.5934007754297429,0.9264547415908716,#20c157
"Seminars in Pain Medicine",0.6106402237506473,0.12916572409544022,#8B6508
"Current Psychiatry Reviews",0.5064748145309238,0.2052880315024713,#CDC673
"Ethnography",0.2392700554204684,0.2578092782324127,#ffff0c
"Gestion Y Politica Publica",0.19250738672420736,0.3835601428529101,#ffff0c
"Neurocomputing",0.2080788652993374,0.5893375125495113,#fb01ff
"Collection of Czechoslovak Chemical Communications",0.5410538586916928,0.6493379767497824,#0001fa
"Social Behavior and Personality",0.3913853004178239,0.2806809061674495,#ffff0c
"Journal of Biomedical Materials Research Part B",0.5308521683473658,0.5554018864513036,#8B6508
"Congenital Heart Disease",0.7801561665930313,0.28695517748547056,#FF0000
"Wilderness & Environmental Medicine",0.6042816423169782,0.054954240375196264,#8B6508
"Journal of Dynamics and Differential Equations",0.16658186984658455,0.8089095560210162,#663788
"Epilepsies",0.6314820279876161,0.18395784802628773,#CDC673
"Child & Family Behavior Therapy",0.44887144146051616,0.11639089167896755,#ffff0c
"Research on Social Work Practice",0.3925214176917388,0.1799959908487026,#ffff0c
"Parasite Immunology",0.8634611410686899,0.7148809426338066,#20c157
"Nutrition Research Reviews",0.6868434557965262,0.4510653310698507,#8B6508
"Chromatographia",0.6016223734061197,0.6445275641363941,#0001fa
"Applied Vegetation Science",0.5919169528775021,0.8615757177741604,#20c157
"Clinical Biochemistry",0.8155763781892487,0.3984045798731493,#FF0000
"Techniques in Orthopaedics",0.7252411778130815,0.1158991773368096,#8B6508
"Chinese Journal of Digestive Diseases",0.8952775317513221,0.22399029915369786,#FF0000
"Critical Quarterly",0.1961611613229964,0.18882336914016049,#EE9A00
"Australian Social Work",0.3736767412794662,0.17476931622831215,#ffff0c
"Synlett",0.5566960247640064,0.6784599830800091,#0001fa
"Oral and Maxillofacial Surgery Clinics of North America",0.6099770698318621,0.4355822151543071,#8B6508
"Seminars in Clinical Neuropsychiatry",0.5259133887683959,0.21172914807653528,#8B6508
"Chemistry of Heterocyclic Compounds",0.55108190348636,0.6562297489441437,#0001fa
"Journal of Nursing Scholarship",0.5899515268217538,0.25011348751402546,#8B6508
"Journal of Clinical Epidemiology",0.5849135680911706,0.3619544529708665,#8B6508
"Annals of Family Medicine",0.6166321647362351,0.3138110990717336,#8B6508
"Disability & Society",0.4730715760192808,0.07964633605599737,#ffff0c
"Remote Sensing of Environment",0.3880175919822089,0.5945460016397469,#FF6600
"English",0.14972435635415438,0.17784659787495669,#EE9A00
"Agricultural and Forest Entomology",0.6543458479429554,0.9463881248800212,#20c157
"Anthropological Theory",0.21539258429235816,0.25376751748821164,#ffff0c
"Aids Research and Therapy",0.8466849166145314,0.6373237966389567,#FF0000
"Current Cardiology Reports",0.7988753897611673,0.3249994576241605,#FF0000
"Modern Intellectual History",0.13850330586674348,0.25845203678802325,#EE9A00
"Journal of Materials Engineering and Performance",0.3866231346463525,0.7399999371342466,#2dffff
"Journal of Services Marketing",0.34679724924772903,0.4419154718919213,#ffff0c
"Journal of Housing for The Elderly",0.5288845206764783,0.14767338283761275,#ffff0c
"International Journal of Environmental Analytical Chemistry",0.5403836727426315,0.8155721545024359,#0001fa
"Social Studies of Science",0.3033788130274074,0.4845370154124198,#ffff0c
"Latin American Business Review",0.29951524183056977,0.4379258340474575,#ffff0c
"Israel Journal of Veterinary Medicine",0.8361573532252339,0.7955916663725451,#8B0000
"Resuscitation",0.6391462303332835,0.23659115989354434,#8B6508
"British Journal of Aesthetics",0.0945254155382853,0.30168702192828306,#EE9A00
"Group Processes & Intergroup Relations",0.3822976787426709,0.2769026740448395,#ffff0c
"Current Treatment Options in Oncology",0.8406562709059355,0.4719515013803898,#FF0000
"The Journal of Experimental Biology",0.5742398546938449,0.9914350079176574,#20c157
"International Statistical Review",0.445314836795869,0.43789829329910906,#ffff0c
"Turkish Journal of Gastroenterology",0.8896678418553275,0.22078660487837645,#FF0000
"Vision Research",0.4625333107826641,0.3512906078479363,#CDC673
"Journal of Chemical Information and Modeling",0.6661359411086305,0.6152485284685149,#0001fa
"Drugs Under Experimental and Clinical Research",0.6379222783366781,0.5593854002938022,#FF0000
"Global Social Policy",0.2449726013580224,0.2927237099846989,#ffff0c
"Funkcialaj Ekvacioj-serio Internacia",0.14105748140048793,0.7953133043584374,#663788
"Medizinrecht",0.5508749163136752,0.2051019023131347,#8B6508
"Progress in Nuclear Energy",0.33724869943514496,0.7044872357230786,#2dffff
"Nature Reviews Microbiology",0.7852287886415282,0.6784155328834209,#8B0000
"Australian and New Zealand Journal of Mental Health Nursing",0.5130217791159926,0.18165073237350854,#8B6508
"Public Interest",0.2881071662630069,0.3104054895929285,#ffff0c
"Industrial and Corporate Change",0.27592291673919384,0.4638764452642044,#ffff0c
"Advances in The Study of Behavior",0.4243444745027727,0.35782931818238184,#20c157
"Ecology",0.5985533983978851,0.8784161972997183,#20c157
"Etudes Francaises",0.15560738682460318,0.19057926848840787,#EE9A00
"IMF Economic Review",0.12300920642804905,0.4309308861553168,#ffff0c
"Renascence",0.15758516498861236,0.1911547488190745,#EE9A00
"Journal of Vlsi Signal Processing Systems for Signal Image and Video Technology",0.17026306189492665,0.642788362183814,#fb01ff
"Aquatic Botany",0.5329737301385096,0.90991941365686,#20c157
"Critical Social Policy",0.292443362254018,0.24566599235757705,#ffff0c
"Seeing and Perceiving",0.4286732522595459,0.3217104577181851,#2dffff
"Clinical and Vaccine Immunology",0.8447401962925687,0.6680482701199257,#8B0000
"Second Language Research",0.2397130967763095,0.06937449507162774,#EE9A00
"British Journal of Learning Disabilities",0.476497881449301,0.08678454352260448,#ffff0c
"Local Economy",0.33617420280900145,0.5082145605955641,#ffff0c
"Korean Journal of Metals and Materials",0.3924020444158403,0.7152947465227558,#2dffff
"Indian Journal of Experimental Biology",0.6233849054187344,0.5925102248562079,#20c157
"Interpretation",0.4051345115839625,0.8741286984407942,#EE9A00
"Journal of Parallel and Distributed Computing",0.1325535072372134,0.6520653934862636,#fb01ff
"Iet Image Processing",0.1935555044170333,0.626289999109463,#fb01ff
"Journal of the Southwest",0.15528747107144458,0.24683641316692986,#FF6600
"International Journal of Materials Research",0.3915815927604809,0.7354835667937679,#2dffff
"Journal of Animal Ecology",0.6003294297769427,0.8848527171968177,#20c157
"Journal of Product & Brand Management",0.3463938098306119,0.4356824486913264,#ffff0c
"Theoretical and Mathematical Physics",0.11760890884820735,0.8088238642929989,#663788
"Journal of International Consumer Marketing",0.3469258237193193,0.4375400985170051,#ffff0c
"Archives of Gynecology and Obstetrics",0.7085096629005021,0.2954135776126508,#FF0000
"Complex Variables and Elliptic Equations",0.13814790489320974,0.7832045739409093,#663788
"European Journal of Innovation Management",0.2825656261423542,0.4616295955973743,#ffff0c
"Multilingua-journal of Cross-cultural and Interlanguage Communication",0.24541034408211884,0.09427596202642012,#ffff0c
"Town Planning Review",0.3457498082391171,0.5206393553419124,#ffff0c
"British Journal of Special Education",0.4606458745521405,0.07583792239078302,#ffff0c
"Best Practice & Research Clinical Haematology",0.8851272292281338,0.488695535563539,#8B0000
"Journal of Research in Personality",0.3941905540729399,0.2890530482372173,#ffff0c
"Nordic Journal of Linguistics",0.2099305798381767,0.07756457414761297,#EE9A00
"Experimental Nephrology",0.8749338869772896,0.3457668653256418,#FF0000
"Central European Journal of Operations Research",0.2324514041839736,0.5682086123017852,#663788
"Mathematical Social Sciences",0.15294594464484934,0.4827559216083865,#ffff0c
"International Journal of Innovation and Sustainable Development",0.3940934060682098,0.5134295438865301,#ffff0c
"Journal of Clinical and Experimental Neuropsychology",0.4586450736731688,0.2950355877989144,#CDC673
"Journal of The Chilean Chemical Society",0.555996421888129,0.695517565151435,#0001fa
"Veterinarija Ir Zootechnika",0.8141204808760641,0.8027899579699049,#8B0000
"International Journal of Sports Marketing & Sponsorship",0.3768991075701477,0.4426817665523986,#ffff0c
"Science of The Total Environment",0.5362792959717755,0.8199340346160258,#000000
"Journal of Abnormal Psychology",0.4573970292153545,0.2178658989181923,#8B6508
"Advances in Water Resources",0.4911081332534221,0.8436473431582452,#FF6600
"Neural Development",0.4983612770074766,0.3740099465548951,#CDC673
"Trends in Glycoscience and Glycotechnology",0.6904285607323926,0.6281549793528213,#0001fa
"Journal of Bio-science",0.6633247459303251,0.7761634921840909,#20c157
"Japanese Journal of Pharmacology",0.6660676022170252,0.5235641854326692,#FF0000
"Journal of Inorganic Biochemistry",0.5129551140106943,0.6598710517625469,#0001fa
"Journal of Experimental & Clinical Cancer Research",0.8190322079020157,0.4938105956065781,#FF0000
"Macromolecular Materials and Engineering",0.4538844900432896,0.7230400294249273,#0001fa
"Iet Power Electronics",0.2650993777079,0.6468593409476339,#fb01ff
"Notre Dame Journal of Formal Logic",0.07130114532057083,0.5877994769325712,#fb01ff
"Libraries & Culture",0.010126890739011657,0.484281294096593,#fb01ff
"Journal of Acquired Immune Deficiency Syndromes",0.8483695369542926,0.6351717783191705,#FF0000
"Modern Language Quarterly",0.14612624533835256,0.19132039588043576,#EE9A00
"Journal of Acupuncture and Meridian Studies",0.6153725743630108,0.5722109680398476,#8B6508
"Cytopathology",0.8652832628116507,0.426283380477892,#FF0000
"Pan-American Journal of Aquatic Sciences",0.5572713583526109,0.9525234479920196,#20c157
"Noise & Vibration Worldwide",0.2688407433002982,0.7357328299128528,#2dffff
"Metabolomics",0.7332199942423894,0.6108485987973363,#0001fa
"Compare",0.35292172258012466,0.025849349172671742,#ffff0c
"Journal of The European Ceramic Society",0.4316914256169998,0.6968860714691268,#2dffff
"Biochemical Education",0.7064864897995426,0.6446023753869067,#ffff0c
"Aging Health",0.557075360611531,0.14996752840695338,#CDC673
"Texture, Stress, and Microstructure",0.3799356804628413,0.7410845393444765,#2dffff
"Computers in Biology and Medicine",0.4966969972606262,0.5102169907067716,#fb01ff
"Alcoholism Treatment Quarterly",0.4542290400104706,0.2452304776703129,#8B6508
"Veterinary Parasitology",0.8629007845096712,0.7223449068414519,#20c157
"Inland Water Biology",0.5458341018417253,0.8982275908860821,#20c157
"Journal of The American College of Surgeons",0.8518048905946829,0.2362456707970811,#FF0000
"Networks",0.13639367933675786,0.6870721222693308,#663788
"Cambridge Journal of Education",0.3656767077563885,0.03437349343693877,#ffff0c
"Review of African Political Economy",0.2252191802822265,0.282752330526763,#ffff0c
"Fusion Science and Technology",0.3379595693597732,0.6856835836917526,#663788
"Human Resource Management Review",0.3163704885570785,0.386067025477099,#ffff0c
"Journal of Innate Immunity",0.8646509808952642,0.5668911501403266,#8B0000
"Sciences Des Aliments",0.6684036335844598,0.6967788083176956,#6B8E23
"Canadian Review of Sociology-revue Canadienne De Sociologie",0.31030442885393217,0.2748277283433761,#ffff0c
"Journal of Clinical Forensic Medicine",0.491529850359469,0.4656803793923207,#8B6508
"School Psychology Quarterly",0.4453944910807079,0.0989944610807698,#ffff0c
"International Journal of Primatology",0.4137262840901631,0.3711714222042354,#20c157
"Papers in Meteorology and Geophysics",0.4849039171617969,0.8957323109700819,#FF6600
"Rhetoric Society Quarterly",0.2300421585856376,0.15837963656644394,#EE9A00
"Sociological Inquiry",0.3195556719082279,0.27992116242850745,#ffff0c
"Annales Academiae Scientiarum Fennicae. Mathematica",0.12854908310650634,0.785440476414202,#663788
"Experimental Hematology",0.8080517882922328,0.5567174551469098,#FF0000
"Biopreservation and Biobanking",0.8642220892863597,0.4590760307697876,#8B0000
"Monthly Labor Review",0.2992272605374062,0.3580208755321276,#ffff0c
"Pharmacognosy Magazine",0.6247016908797486,0.6083212596423838,#0001fa
"Academic Radiology",0.7536127898874392,0.21817481739121367,#CDC673
"Current Rheumatology Reviews",0.9369611520579316,0.40163311331434576,#FF0000
"Journal of Common Market Studies",0.22473009382289802,0.35621579284368965,#ffff0c
"Fly",0.7797372028117555,0.5889666853945781,#8B0000
"Medical History",0.5369994504042455,0.2913152523742964,#EE9A00
"Dreaming",0.4617484248683741,0.16705353914652804,#CDC673
"Orvosi Hetilap",0.7222321600946028,0.3522693173884786,#FF0000
"Veterinaria Italiana",0.8312410496974921,0.7764862618974481,#8B0000
"Jsme International Journal Series A-solid Mechanics and Material Engineering",0.3464255225381665,0.7507599879231353,#2dffff
"Molecular Immunology",0.8866543702635135,0.5604873611664066,#8B0000
"British Journal of Community Nursing",0.6055729264710218,0.2540428213856156,#8B6508
"Profesional De La Informacion",0.024326650958934642,0.5015340538811234,#ffff0c
"Applied Psychology",0.3285345056710987,0.3732232784256481,#ffff0c
"Clinical Nurse Specialist",0.6075602225303092,0.263787881852146,#8B6508
"Journal of The Institute of Brewing",0.6693410322606443,0.7119984925861036,#0001fa
"Western Journal of Nursing Research",0.5986574172478125,0.2464174089759113,#8B6508
"Vascular Health and Risk Management",0.7939224236934812,0.34402684428732977,#FF0000
"Journal of Molecular Microbiology and Biotechnology",0.7627964449531425,0.6851978559935686,#8B0000
"Sexual Addiction & Compulsivity",0.41357016771777305,0.2097584883101176,#FF0000
"International Journal of Manufacturing Technology and Management",0.2570495293003941,0.5344574280962985,#ffff0c
"Ambulatory Surgery",0.6273109219939537,0.12340975178340492,#FF0000
"Managerial Auditing Journal",0.05842564364600079,0.41866338349274185,#ffff0c
"Medical Engineering & Physics",0.5093707385829809,0.5227746952864237,#8B6508
"Journal of Vocational Rehabilitation",0.5082372436993777,0.09996300716743252,#CDC673
"Journal of Social and Clinical Psychology",0.39168334465403015,0.2727640267044072,#ffff0c
"Behavioural Processes",0.4262843055034775,0.3554309812288782,#CDC673
"American Psychologist",0.38284233891318986,0.3020696972114801,#ffff0c
"Open Medicine",0.7082705860457866,0.35731727939047603,#8B6508
"Pakistan Journal of Botany",0.6624152703174379,0.7800623792368091,#20c157
"Aquarium Sciences and Conservation",0.5500950895878085,0.9603749273387364,#20c157
"Journal of Clinical Microbiology",0.8193286396537609,0.6782950020905838,#8B0000
"Research Communications in Molecular Pathology and Pharmacology",0.6363571405100151,0.5655304126850836,#CDC673
"Journal of Quality Assurance in Hospitality & Tourism",0.3620996794391829,0.4568425380854215,#ffff0c
"Entomologia Experimentalis Et Applicata",0.6610803386925762,0.9532277657850868,#20c157
"Radiation Research",0.5710153182735827,0.5404274214368764,#8B6508
"Journal of Non-newtonian Fluid Mechanics",0.4766440542653786,0.7499141874715666,#0001fa
"Journal of Social Welfare and Family Law",0.3498996380966286,0.1854722158487357,#ffff0c
"Comparative Biochemistry and Physiology C-toxicology & Pharmacology",0.5519315223595104,0.8251400032839045,#20c157
"Computers, Environment and Urban Systems",0.37289816879852666,0.5699544378146093,#FF6600
"Drug Discovery Today: Technologies",0.6764484284446945,0.5958426313439932,#0001fa
"Journal of Economic Literature",0.17049069938789402,0.4745156499563039,#ffff0c
"Journal of Dynamic Systems Measurement and Control-transactions of The Asme",0.2373141311146641,0.703533215234474,#fb01ff
"Journal of Genetic Psychology",0.4099700058037264,0.12471564952974976,#ffff0c
"Polymer",0.45153463512181,0.7214539289560941,#0001fa
"Harmful Algae",0.5369764036291236,0.918614859791374,#20c157
"Orthopaedics and Traumatology",0.732442070119858,0.12221472461436066,#8B6508
"BMC Palliative Care",0.5820225362323542,0.1929316991725704,#8B6508
"Biotechnology & Genetic Engineering Reviews",0.7320206301775791,0.6998892937571256,#FF0000
"Coastal Engineering",0.4604012513748661,0.8454345248100564,#2dffff
"Journal of the Brazilian Computer Society",0.3703637928645935,0.5749588994537089,#fb01ff
"Journal of College Student Psychotherapy",0.4315669852973513,0.1922860830538433,#8B6508
"The Journal of Biochemistry, Molecular Biology and Biophysics",0.6396213950631121,0.630484111487989,#6B8E23
"Swiss Journal of Psychology",0.4043883391152454,0.2706582098676312,#ffff0c
"Journal of Sol-Gel Science and Technology",0.4433729812914258,0.6888578819293678,#0001fa
"Ndt & E International",0.33382999157287424,0.7380340522038856,#663788
"Research in Veterinary Science",0.8530729260079287,0.780147992421039,#8B0000
"Peptides",0.517378370545127,0.3305306719268224,#8B0000
"Vector-borne and Zoonotic Diseases",0.8417107339306469,0.7240966541170376,#20c157
"Current Science",0.6414658163175356,0.7586342579441382,#FF6600
"Journal of Crop Improvement",0.6735597768001614,0.7827889916989254,#2dffff
"Developments in Chemical Engineering and Mineral Processing",0.5041663590655743,0.7544841296493693,#2dffff
"Food Additives & Contaminants Part B-surveillance",0.6839017507923836,0.7072007878354857,#0001fa
"Annals of the Institute of Statistical Mathematics",0.4573979195417849,0.4402088764680027,#ffff0c
"Journal of Latin American Studies",0.22033374197169625,0.2901450181715311,#ffff0c
"International Urology and Nephrology",0.9369640196182428,0.3163354667436684,#FF0000
"Polymer-korea",0.4629103632156216,0.7288228327055887,#0001fa
"International Journal of Systematic and Evolutionary Microbiology",0.7689927061309193,0.7006381810982478,#6B8E23
"Journal of Islamic Studies",0.18923102150639995,0.2719543813153777,#ffff0c
"Environmental Science & Policy",0.4124169503972597,0.5434759766308571,#ffff0c
"Journal of Socio-economics",0.18675989623565645,0.4197458912775421,#ffff0c
"Analytical Cellular Pathology",0.8638884905056623,0.442986019884544,#FF0000
"Sociology Of Education",0.4001145483151135,0.04114573872352609,#ffff0c
"Journal of Mining Science",0.41600018649339854,0.8253566847138014,#2dffff
"Current Opinion in Pediatrics",0.6788335672366617,0.24958267265829745,#FF0000
"Geneva Risk and Insurance Review",0.0979276370151754,0.4742007381703834,#ffff0c
"Annual Reports in Medicinal Chemistry",0.670045757253473,0.5916306066365209,#0001fa
"International Regional Science Review",0.33338325327511154,0.5419060546786582,#ffff0c
"Pan-pacific Entomologist",0.6291108011727835,0.9503234856769119,#20c157
"International Journal of Remote Sensing",0.3870378335914288,0.5933222353242972,#FF6600
"Mitigation and Adaptation Strategies for Global Change",0.4153079701352119,0.5456946123036228,#ffff0c
"Anuario De Estudios Medievales",0.09797992771358048,0.2051758798063465,#EE9A00
"Journal of Plant Research",0.6792840230978414,0.8291265519378479,#20c157
"Ambulatory Pediatrics",0.6621105275055248,0.2621993107107547,#8B6508
"Geopolitics",0.2121163080391836,0.31749909713657826,#ffff0c
"Journal of Applied Research and Technology",0.1843489710125838,0.5966416652836813,#ffff0c
"Disease Markers",0.7757283495710919,0.4891515835462689,#6B8E23
"Chinese Medicine",0.6192237216921359,0.5788493123580275,#0001fa
"Revista Matematica Iberoamericana",0.1799102167075038,0.7361119868106242,#663788
"Journal of Deaf Studies and Deaf Education",0.4739056020172103,0.0387911577980047,#ffff0c
"Publicacions Matematiques",0.1311686307360399,0.7816023110328859,#663788
"CNS Drugs",0.5200217958540928,0.2271203945081881,#CDC673
"IEEE Industrial Electronics Magazine",0.2610969735820629,0.6446357507751154,#fb01ff
"Emc - Endocrinologie",0.7680605499203871,0.3937078576956895,#FF0000
"Economic Notes",0.10412128688745363,0.4409378980244202,#ffff0c
"Robotics and Autonomous Systems",0.2606999867516023,0.6951451754228923,#fb01ff
"Journal of Cardiopulmonary Rehabilitation",0.7702100690372261,0.3255945580161699,#ffff0c
"Annales Scientifiques De L Ecole Normale Superieure",0.11297096417462285,0.7346140929439491,#663788
"BioEssays",0.7670731246860092,0.5903879545318146,#FF0000
"Kagaku Kogaku Ronbunshu",0.5056080914274937,0.7592882589845841,#2dffff
"Computers & Geosciences",0.3904179496786605,0.5751162827290741,#FF6600
"Education for Chemical Engineers",0.3278348648998405,0.10542053981420872,#ffff0c
"American Journal of Respiratory Cell and Molecular Biology",0.9702976098662234,0.4528505178988306,#FF0000
"International Communications in Heat and Mass Transfer",0.2780478233396297,0.804210324819697,#2dffff
"European Journal of Personality",0.4005324171045869,0.28477881130165056,#ffff0c
"International Journal of Coal Geology",0.4296873474617209,0.8744636642129116,#FF6600
"Journal of Evolutionary Economics",0.2696329102700953,0.4607690975982318,#ffff0c
"Reviews in Cardiovascular Medicine",0.816628426028543,0.3393013289131441,#FF0000
"European Journal of Immunology",0.885272793731409,0.5605137916922607,#8B0000
"Canadian Journal of School Psychology",0.4442515768796777,0.10199569697832787,#ffff0c
"Archive for Mathematical Logic",0.0706871702052396,0.5914630654860713,#fb01ff
"BMC Pharmacology",0.6768784713821941,0.5370415090077764,#FF0000
"Injury Extra",0.7354177910445059,0.13342314657935414,#8B6508
"Cytometry Part B-clinical Cytometry",0.8904083526653872,0.4991394527935072,#FF0000
"Irrigation Science",0.606210848485557,0.7548359592296022,#2dffff
"Senckenbergiana Maritima",0.5480863962604512,0.9486547063048204,#20c157
"American Journal of Audiology",0.4847827177572674,0.02695105232141996,#8B6508
"Electronics Letters",0.3653812067624919,0.6223708561508061,#fb01ff
